,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,역,검색어,naver_map_url
6849,평남집,한식,한식/백반/한정식,서울특별시 중구 장충단로 170-1,3호선 동대입구,77.00150873448837,동대입구,동대입구역 평남집,
6850,귀일만두,분식,라면김밥분식,서울특별시 중랑구 용마공원로 3,경의중앙 망우,1085.2673312359386,망우,망우역 귀일만두,
6851,명일싱싱회세꼬시,일식/수산물,횟집,서울특별시 강동구 양재대로138길 14,5호선 명일,137.00051174000714,명일,명일역 명일싱싱회세꼬시,https://pcmap.place.naver.com/restaurant/1463821885/review/visitor#
6852,연호초밥,일식/수산물,음식점-초밥전문,서울특별시 중랑구 신내로14길 21,경의중앙 망우,846.4768373606274,망우,망우역 연호초밥,https://pcmap.place.naver.com/restaurant/213945440/review/visitor#
6853,설악서점,한식,한식/백반/한정식,서울특별시 서초구 잠원로14길 29,3호선 잠원,509.23477802662893,잠원,잠원역 설악서점,
6854,현대그린푸드베즐리,제과제빵떡케익,제과점,서울특별시 서대문구 신촌로 83,2호선 신촌,208.02622959472995,신촌,신촌역 현대그린푸드베즐리,
6855,청해수산,일식/수산물,음식점-일식,서울특별시 강동구 고덕로 96-1,5호선 명일,899.9968479210904,명일,명일역 청해수산,https://pcmap.place.naver.com/restaurant/1452001496/review/visitor#
6856,스칼라티움,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로79길 72,2호선 역삼,525.3223913701225,역삼,역삼역 스칼라티움,https://pcmap.place.naver.com/restaurant/1687189279/review/visitor#
6857,나루터,유흥주점,호프/맥주,서울특별시 동대문구 사가정로 222,5호선 장한평,1281.9573469573238,장한평,장한평역 나루터,https://pcmap.place.naver.com/restaurant/1144231292/review/visitor#
6858,토속집,유흥주점,호프/맥주,서울특별시 성북구 창경궁로 328,4호선 한성대입구(삼선교),24.658180866574906,한성대입구,한성대입구역 토속집,
6859,알마니노래바,유흥주점,룸살롱/단란주점,서울특별시 강남구 언주로93길 29,9호선 언주,675.7643967714239,언주,언주역 알마니노래바,
6860,카페말로,커피점/카페,커피전문점/카페/다방,서울특별시 도봉구 도봉로152가길 182,1호선 도봉,185.41738836578546,도봉,도봉역 카페말로,https://pcmap.place.naver.com/restaurant/33499843/review/visitor#
6861,비스트로슬로우,양식,정통양식/경양식,서울특별시 도봉구 방학로 169,4호선 쌍문,907.7727824914987,쌍문,쌍문역 비스트로슬로우,
6862,광화문연가,양식,정통양식/경양식,서울특별시 종로구 자하문로 11,3호선 경복궁(정부서울청사),134.72773230276837,경복궁,경복궁역 광화문연가,https://pcmap.place.naver.com/restaurant/1387181434/review/visitor#
6863,만리장성,중식,중국음식/중국집,서울특별시 양천구 곰달래로14길 16,5호선 화곡,880.0831913066718,화곡,화곡역 만리장성,
6864,요요도산대로점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도산대로 235,3호선 압구정,495.23663890566513,압구정,압구정역 요요도산대로점,
6865,미진,분식,국수/만두/칼국수,서울특별시 종로구 새문안로 91,5호선 광화문(세종문화회관),235.86859346323814,광화문,광화문역 미진,
6866,BHC치킨천호역점,닭/오리요리,후라이드/양념치킨,서울특별시 강동구 천호옛길 84,8호선 천호(풍납토성),159.62551908393797,천호,천호역 BHC치킨천호역점,
6867,TALESPINNERCO,커피점/카페,커피전문점/카페/다방,서울특별시 종로구 옥인길 11,3호선 경복궁(정부서울청사),660.3508628687232,경복궁,경복궁역 TALESPINNERCO,
6868,오색칼국수,분식,라면김밥분식,서울특별시 동대문구 이문로28길 11,1호선 외대앞,279.8675632849321,외대앞,외대앞역 오색칼국수,https://pcmap.place.naver.com/restaurant/38008134/review/visitor#
6869,시집가는날,한식,한식/백반/한정식,서울특별시 강남구 테헤란로27길 8-4,9호선 언주,589.9892050074702,언주,언주역 시집가는날,
6870,스쿨푸드,음식배달서비스,음식출장조달,서울특별시 서초구 방배천로 160,4호선 총신대입구(이수),603.9527485566598,총신대입구,총신대입구역 스쿨푸드,
6871,토종해장국,한식,한식/백반/한정식,서울특별시 영등포구 영등포로35길 6,5호선 영등포시장,170.2386653520966,영등포시장,영등포시장역 토종해장국,
6872,카페블라블라,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 개봉로20길 54,1호선 개봉,173.68309985291057,개봉,개봉역 카페블라블라,
6873,광참치앤초밥본점,일식/수산물,참치전문점,서울특별시 양천구 중앙로 261,5호선 신정(은행정),348.0396412272342,신정,신정역 광참치앤초밥본점,
6874,치킨뱅이엠,닭/오리요리,후라이드/양념치킨,서울특별시 은평구 진관4로 100,3호선 구파발,1622.9517575021841,구파발,구파발역 치킨뱅이엠,
6875,여우골초밥앤참치,일식/수산물,음식점-초밥전문,서울특별시 서대문구 연세로5다길 10,경의중앙 서강대,279.6569749778494,서강대,서강대역 여우골초밥앤참치,
6876,갤러리사진창고,커피점/카페,커피전문점/카페/다방,서울특별시 성동구 성수이로7길 26,2호선 성수,357.95843642780335,성수,성수역 갤러리사진창고,
6877,보나베띠,양식,스파게티전문점,서울특별시 종로구 율곡로2길 25,5호선 광화문(세종문화회관),419.06339251764814,광화문,광화문역 보나베띠,
6878,토리돈까스,양식,돈가스전문점,서울특별시 구로구 경인로 577,1호선 구로,166.99254969791036,구로,구로역 토리돈까스,
6879,진족발,한식,족발/보쌈전문,서울특별시 중랑구 동일로96길 9,7호선 사가정,467.72286020954704,사가정,사가정역 진족발,
6880,이츠에스포레소,한식,한식/백반/한정식,서울특별시 양천구 목동서로 213,5호선 오목교(목동운동장앞),473.72403287620887,오목교,오목교역 이츠에스포레소,
6881,오원집,한식,한식/백반/한정식,서울특별시 마포구 마포대로14길 22,5호선 애오개,250.71360216808426,애오개,애오개역 오원집,
6882,토시래강남논현2,한식,족발/보쌈전문,서울특별시 강남구 학동로2길 58,9호선 신논현,259.6573975077274,신논현,신논현역 토시래강남논현2,
6883,초가집사철탕,별식/퓨전요리,사철탕전문,서울특별시 광진구 동일로28길 6,2호선 건대입구,452.1013089898827,건대입구,건대입구역 초가집사철탕,https://pcmap.place.naver.com/restaurant/19408853/review/visitor#
6884,오후엔,한식,한식/백반/한정식,서울특별시 마포구 망원로11길 57,2호선 합정,1202.2099232650162,합정,합정역 오후엔,
6885,서울빈대떡,한식,파전전문,서울특별시 송파구 도곡로64길 25,9호선 종합운동장,622.9988166715793,종합운동장,종합운동장역 서울빈대떡,
6886,피자마루,패스트푸드,피자전문,서울특별시 양천구 곰달래로 46,5호선 화곡,820.9651762039505,화곡,화곡역 피자마루,
6887,페리카나치킨,닭/오리요리,후라이드/양념치킨,서울특별시 송파구 마천로61길 9,5호선 마천,185.63058838384828,마천,마천역 페리카나치킨,
6888,대양식당,한식,한식/백반/한정식,서울특별시 동대문구 전농로19길 16,경의중앙 회기,791.5853494235042,회기,회기역 대양식당,
6889,선우네,분식,떡볶이전문,서울특별시 금천구 금하로 691,1호선 석수,1273.3474904553113,석수,석수역 선우네,
6890,육삼냉면,한식,냉면집,서울특별시 노원구 상계로3길 9,4호선 노원,59.027848981327544,노원,노원역 육삼냉면,
6891,생태농림기술센터,한식,한식/백반/한정식,서울특별시 관악구 관악로 1,2호선 낙성대,755.4925390136418,낙성대,낙성대역 생태농림기술센터,
6892,치킨뱅이,닭/오리요리,후라이드/양념치킨,서울특별시 서대문구 응암로 28,경의중앙 가좌,830.867880805043,가좌,가좌역 치킨뱅이,
6893,취복림반점,중식,중국음식/중국집,서울특별시 구로구 구로중앙로8길 24,2호선 대림(구로구청),196.7995397367592,대림,대림역 취복림반점,https://pcmap.place.naver.com/restaurant/37943712/review/visitor#
6894,품아시,유흥주점,호프/맥주,서울특별시 광진구 면목로 195,7호선 중곡,344.8467576553868,중곡,중곡역 품아시,https://pcmap.place.naver.com/restaurant/1331361121/review/visitor#
6895,김씨네돌솥밥순두부,한식,한식/백반/한정식,서울특별시 동대문구 장한로 160,5호선 장한평,1240.2504533079873,장한평,장한평역 김씨네돌솥밥순두부,https://pcmap.place.naver.com/restaurant/20366209/review/visitor#
6896,포베이,양식,기타전문서양음식점,서울특별시 서대문구 연세로 8-1,2호선 신촌,113.89707654087526,신촌,신촌역 포베이,
6897,지리산버섯샤브샤브칼국수,분식,국수/만두/칼국수,서울특별시 중구 을지로38길 25,5호선 동대문역사문화공원,311.6066409935164,동대문역사문화공원,동대문역사문화공원역 지리산버섯샤브샤브칼국수,
6898,탈랜트,유흥주점,빠/카페/스탠드빠,서울특별시 도봉구 도당로 96,1호선 방학,763.6264284116112,방학,방학역 탈랜트,
6899,해피데이,유흥주점,룸살롱/단란주점,서울특별시 강남구 광평로 280,분당 수서,139.23351460281677,수서,수서역 해피데이,https://pcmap.place.naver.com/restaurant/1977198481/review/visitor#
6900,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 용산구 대사관로 67,경의중앙 한남,605.7146178910464,한남,한남역 스타벅스,
6901,가산을지로골뱅이,한식,한식/백반/한정식,서울특별시 금천구 벚꽃로38길 38,1호선 가산디지털단지,292.2872238840643,가산디지털단지,가산디지털단지역 가산을지로골뱅이,
6902,국순당백세주마을,한식,한식/백반/한정식,서울특별시 종로구 우정국로2길 10,1호선 종각,67.31259823362687,종각,종각역 국순당백세주마을,
6903,뚜레쥬르,제과제빵떡케익,제과점,서울특별시 노원구 중계로 116-6,4호선 상계,1411.0512015449935,상계,상계역 뚜레쥬르,
6904,스캔들,분식,라면김밥분식,서울특별시 서초구 동산로19길 53,3호선 매봉,825.9316336597403,매봉,매봉역 스캔들,
6905,둘둘치킨신정네거리점,닭/오리요리,후라이드/양념치킨,서울특별시 양천구 중앙로 256,5호선 신정(은행정),356.0308943075392,신정,신정역 둘둘치킨신정네거리점,
6906,이디야커피,커피점/카페,커피전문점/카페/다방,서울특별시 성북구 화랑로13길 28,4호선 미아사거리,1529.1620350091684,미아사거리,미아사거리역 이디야커피,
6907,해야,분식,라면김밥분식,서울특별시 구로구 구로중앙로 152,1호선 구로,83.41488503442022,구로,구로역 해야,
6908,해아로파파이스,패스트푸드,패스트푸드,서울특별시 성북구 안암로 145,1호선 제기동,766.3720399156099,제기동,제기동역 해아로파파이스,
6909,해촌칼국수,분식,국수/만두/칼국수,서울특별시 양천구 목동중앙북로 65,9호선 염창,494.67331375244936,염창,염창역 해촌칼국수,https://pcmap.place.naver.com/restaurant/18420478/review/visitor#
6910,김밥카페,분식,라면김밥분식,서울특별시 송파구 올림픽로 145,2호선 잠실새내,399.6419648502536,잠실새내,잠실새내역 김밥카페,https://pcmap.place.naver.com/restaurant/1833445490/review/visitor#
6911,교촌치킨,닭/오리요리,후라이드/양념치킨,서울특별시 서초구 서초대로56길 22,2호선 교대(법원·검찰청),94.1153882140848,교대,교대역 교촌치킨,
6912,진배기원조할매순대국밥,한식,보리밥전문,서울특별시 구로구 개봉로 25-1,1호선 개봉,539.3801032785601,개봉,개봉역 진배기원조할매순대국밥,
6913,구이삼국지,한식,갈비/삼겹살,서울특별시 강남구 테헤란로98길 11,2호선 삼성(무역센터),85.57569066800987,삼성,삼성역 구이삼국지,
6914,거성푸드청미원샤브샤브,별식/퓨전요리,샤브샤브전문,서울특별시 성북구 길음로7길 6,4호선 길음,297.678482472644,길음,길음역 거성푸드청미원샤브샤브,
6915,홍콩반점0410,중식,중국음식/중국집,서울특별시 동작구 보라매로5가길 16,7호선 보라매,691.4460487316536,보라매,보라매역 홍콩반점0410,
6916,총각수산,일식/수산물,음식점-일식,서울특별시 용산구 한강대로104길 85,4호선 서울역,486.79467241842536,서울역,서울역역 총각수산,
6917,총각포차,유흥주점,호프/맥주,서울특별시 성북구 한천로 578,1호선 석계,424.7521547325513,석계,석계역 총각포차,
6918,논두렁,한식,한식/백반/한정식,서울특별시 광진구 뚝섬로56길 50,2호선 구의(광진구청),1093.9097590971728,구의,구의역 논두렁,https://pcmap.place.naver.com/restaurant/20924419/review/visitor#
6919,쏭쏭,유흥주점,룸살롱/단란주점,서울특별시 마포구 월드컵로1길 30,2호선 합정,366.7395206543152,합정,합정역 쏭쏭,
6920,포항꿀회,일식/수산물,수산물전문음식점-종합,서울특별시 영등포구 국회대로 621-1,5호선 영등포시장,295.3215220313252,영등포시장,영등포시장역 포항꿀회,
6921,스쿨푸드광화문점,분식,라면김밥분식,서울특별시 종로구 새문안로 87,5호선 광화문(세종문화회관),280.2102652612619,광화문,광화문역 스쿨푸드광화문점,
6922,쉬라이크스커피,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동중앙북로1길 37,9호선 등촌,59.064297406990725,등촌,등촌역 쉬라이크스커피,
6923,엄마김밥,분식,라면김밥분식,서울특별시 광진구 능동로3길 5,7호선 뚝섬유원지,95.63774788965584,뚝섬유원지,뚝섬유원지역 엄마김밥,https://pcmap.place.naver.com/restaurant/35395413/review/visitor#
6924,알랙산더501,커피점/카페,커피전문점/카페/다방,서울특별시 강동구 성내로9길 27,8호선 강동구청,516.1960967564877,강동구청,강동구청역 알랙산더501,
6925,할머니집,한식,한식/백반/한정식,서울특별시 중구 장충단로 174,3호선 동대입구,95.10895260162089,동대입구,동대입구역 할머니집,
6926,BBQ치킨금호쌍떼PC방점,닭/오리요리,후라이드/양념치킨,서울특별시 성동구 독서당로47길 8,5호선 신금호,460.56540379267165,신금호,신금호역 BBQ치킨금호쌍떼PC방점,
6927,이자카야선,일식/수산물,음식점-일식,서울특별시 양천구 남부순환로 357,5호선 우장산,1234.7892955366694,우장산,우장산역 이자카야선,
6928,뚜레쥬르,제과제빵떡케익,제과점,서울특별시 서대문구 연세로 50,경의중앙 신촌,275.51514944048995,신촌,신촌역 뚜레쥬르,
6929,커피스미스,유흥주점,빠/카페/스탠드빠,서울특별시 강동구 상일로6길 39,5호선 상일동,2068.9518896508607,상일동,상일동역 커피스미스,
6930,사쿠,한식,한식/백반/한정식,서울특별시 서초구 강남대로101안길 4,3호선 신사,246.96283356518398,신사,신사역 사쿠,https://pcmap.place.naver.com/restaurant/974631341/review/visitor#
6931,구이찌정육식당,한식,한식/백반/한정식,서울특별시 영등포구 양평로 117-11,9호선 선유도,77.90264227797958,선유도,선유도역 구이찌정육식당,https://pcmap.place.naver.com/restaurant/1079076175/review/visitor#
6932,늑대와여우,한식,한식/백반/한정식,서울특별시 용산구 독서당로 23-1,경의중앙 한남,368.85716371570055,한남,한남역 늑대와여우,https://pcmap.place.naver.com/restaurant/18730737/review/visitor#
6933,고향초두부,한식,한식/백반/한정식,서울특별시 동대문구 한천로11길 46,5호선 장한평,637.3577260977684,장한평,장한평역 고향초두부,
6934,하룻고양이,커피점/카페,커피전문점/카페/다방,서울특별시 성북구 안암로9가길 10,1호선 신설동,311.3322412886137,신설동,신설동역 하룻고양이,https://pcmap.place.naver.com/restaurant/1993832466/review/visitor#
6935,DEKONING,한식,한식/백반/한정식,서울특별시 서초구 성촌1길 6,3호선 남부터미널(예술의전당),1605.9393357475767,남부터미널,남부터미널역 DEKONING,
6936,BHC치킨,닭/오리요리,후라이드/양념치킨,서울특별시 구로구 디지털로34길 55,2호선 구로디지털단지,258.2405336059076,구로디지털단지,구로디지털단지역 BHC치킨,
6937,하우스,양식,정통양식/경양식,서울특별시 용산구 회나무로 3,경의중앙 서빙고,1279.5616535569302,서빙고,서빙고역 하우스,
6938,우리돈생돼지김치찌개전문점,한식,갈비/삼겹살,서울특별시 구로구 경인로25길 28,1호선 오류동,189.1563383998355,오류동,오류동역 우리돈생돼지김치찌개전문점,
6939,탐앤탐스명동중앙우체국점,커피점/카페,커피전문점/카페/다방,서울특별시 중구 명동8나길 51,4호선 명동,366.4128410215421,명동,명동역 탐앤탐스명동중앙우체국점,
6940,레알치킨,닭/오리요리,후라이드/양념치킨,서울특별시 성북구 보국문로11길 21-10,우이신설 북한산보국문,219.92159622982845,북한산보국문,북한산보국문역 레알치킨,
6941,커피야,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 백제고분로41길 22,8호선 석촌,227.90464151229702,석촌,석촌역 커피야,
6942,강산애,한식,한식/백반/한정식,서울특별시 서대문구 신촌로1길 10,경의중앙 홍대입구,224.25683554569508,홍대입구,홍대입구역 강산애,https://pcmap.place.naver.com/restaurant/36957946/review/visitor#
6943,나이스투밋츄,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 은행정로18길 12,5호선 목동,587.2382036269519,목동,목동역 나이스투밋츄,https://pcmap.place.naver.com/restaurant/1789525372/review/visitor#
6944,속초오미담물회,일식/수산물,횟집,서울특별시 마포구 홍익로 3-3,2호선 홍대입구,257.28915694055,홍대입구,홍대입구역 속초오미담물회,
6945,해양수산,일식/수산물,음식점-일식,서울특별시 동대문구 사가정로25가길 5,경의중앙 중랑,1035.7757639578142,중랑,중랑역 해양수산,
6946,짱구네,한식,한식/백반/한정식,서울특별시 서대문구 통일로40안길 3-1,3호선 홍제,337.19190512820865,홍제,홍제역 짱구네,
6947,포도나무샤브샤브,한식,한식/백반/한정식,서울특별시 서초구 서초대로77길 23,2호선 역삼,312.23117342384506,역삼,역삼역 포도나무샤브샤브,
6948,램플러스신천점,한식,한식/백반/한정식,서울특별시 송파구 백제고분로9길 36,9호선 종합운동장,677.1003873368447,종합운동장,종합운동장역 램플러스신천점,
6949,루이스테이블,한식,한식/백반/한정식,서울특별시 송파구 중대로12길 28,3호선 경찰병원,412.30179095044775,경찰병원,경찰병원역 루이스테이블,https://pcmap.place.naver.com/restaurant/36220314/review/visitor#
6950,온달떡집,제과제빵떡케익,떡전문,서울특별시 도봉구 도봉로169길 31,1호선 도봉,89.26882848823347,도봉,도봉역 온달떡집,
6951,어게인,유흥주점,호프/맥주,서울특별시 서초구 서초대로48길 23,2호선 서초,141.82796090681538,서초,서초역 어게인,
6952,칠리키친,양식,정통양식/경양식,서울특별시 서초구 서초대로77길 23,2호선 역삼,312.23117342384506,역삼,역삼역 칠리키친,
6953,부일식당,한식,한식/백반/한정식,서울특별시 영등포구 문래북로 134,5호선 영등포시장,575.9406664306632,영등포시장,영등포시장역 부일식당,https://pcmap.place.naver.com/restaurant/18560835/review/visitor#
6954,핫오리,닭/오리요리,오리고기전문,서울특별시 광진구 뚝섬로27길 39,2호선 건대입구,391.955242310124,건대입구,건대입구역 핫오리,
6955,애모,유흥주점,룸살롱/단란주점,서울특별시 성동구 성덕정길 60,2호선 뚝섬,687.0867754811255,뚝섬,뚝섬역 애모,
6956,수락수산,일식/수산물,수산물전문음식점-종합,서울특별시 노원구 동일로245길 7,7호선 수락산,117.52805397967812,수락산,수락산역 수락수산,https://pcmap.place.naver.com/restaurant/49805872/review/visitor#
6957,카페베네,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 화곡로 305,9호선 가양,863.85283213373,가양,가양역 카페베네,
6958,티오니스호프,유흥주점,호프/맥주,서울특별시 중랑구 겸재로 210,7호선 면목,399.9144298252957,면목,면목역 티오니스호프,
6959,부대찌개연,한식,한식/백반/한정식,서울특별시 강남구 테헤란로70길 28,분당 한티,519.2090921341861,한티,한티역 부대찌개연,https://pcmap.place.naver.com/restaurant/631500762/review/visitor#
6960,연가정,한식,한식/백반/한정식,서울특별시 강남구 도산대로 514,7호선 청담,452.43048057099367,청담,청담역 연가정,
6961,BBQ치킨신길사러가점,닭/오리요리,후라이드/양념치킨,서울특별시 영등포구 신길로39길 4,7호선 신풍,459.7222573032022,신풍,신풍역 BBQ치킨신길사러가점,
6962,MEISTERCOFFEE,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 강서로 381-7,9호선 양천향교,684.708904331646,양천향교,양천향교역 MEISTERCOFFEE,https://pcmap.place.naver.com/restaurant/12098097/review/visitor#
6963,행복커피,커피점/카페,커피전문점/카페/다방,서울특별시 강북구 인수봉로 159,우이신설 화계,535.2660164194587,화계,화계역 행복커피,
6964,돈구장,한식,한식/백반/한정식,서울특별시 구로구 구일로10길 27,1호선 구일,96.77976681807266,구일,구일역 돈구장,https://pcmap.place.naver.com/restaurant/836517869/review/visitor#
6965,쪼끼쪼끼,유흥주점,호프/맥주,서울특별시 서초구 바우뫼로 18,D1 양재(서초구청),1349.228859002531,양재,양재역 쪼끼쪼끼,https://pcmap.place.naver.com/restaurant/18266772/review/visitor#
6966,명동곱창,한식,곱창/양구이전문,서울특별시 중랑구 중랑역로 53,경의중앙 중랑,301.0203321395641,중랑,중랑역 명동곱창,
6967,고바우,한식,한식/백반/한정식,서울특별시 송파구 올림픽로35가길 10,8호선 잠실(송파구청),249.3001145824357,잠실,잠실역 고바우,https://pcmap.place.naver.com/restaurant/18466600/review/visitor#
6968,고바우,유흥주점,호프/맥주,서울특별시 강서구 화곡로51길 6,5호선 화곡,989.4633782104387,화곡,화곡역 고바우,
6969,명가분식,분식,라면김밥분식,서울특별시 도봉구 도당로15길 56,1호선 방학,1036.5330711850386,방학,방학역 명가분식,https://pcmap.place.naver.com/restaurant/21601693/review/visitor#
6970,차이나푸드,중식,중국음식/중국집,서울특별시 강남구 논현로79길 6,9호선 언주,758.9137133608972,언주,언주역 차이나푸드,
6971,마이카페,커피점/카페,커피전문점/카페/다방,서울특별시 동대문구 사가정로17길 15,경의중앙 회기,777.8889314094375,회기,회기역 마이카페,https://pcmap.place.naver.com/restaurant/1347752595/review/visitor#
6972,막둥이네포차,유흥주점,소주방/포장마차,서울특별시 노원구 노원로 331,7호선 중계,568.7687170328628,중계,중계역 막둥이네포차,https://pcmap.place.naver.com/restaurant/38009741/review/visitor#
6973,한마음기사식당,양식,정통양식/경양식,서울특별시 동대문구 전농로14길 41,5호선 답십리,882.2494097381406,답십리,답십리역 한마음기사식당,https://pcmap.place.naver.com/restaurant/1868843313/review/visitor#
6974,흑산도홍탁,일식/수산물,홍어전문,서울특별시 금천구 시흥대로50길 12,1호선 금천구청,1038.3022353135098,금천구청,금천구청역 흑산도홍탁,
6975,빈스투커피,커피점/카페,커피전문점/카페/다방,서울특별시 마포구 와우산로22길 46,2호선 홍대입구,421.8233216525968,홍대입구,홍대입구역 빈스투커피,
6976,지니어스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 개포로 623,분당 대모산입구,779.0673281615193,대모산입구,대모산입구역 지니어스커피,
6977,토쿄빵야,양식,정통양식/경양식,서울특별시 강남구 학동로38길 23,9호선 언주,401.37325706472166,언주,언주역 토쿄빵야,
6978,본가마포숯불갈비,한식,갈비/삼겹살,서울특별시 광진구 자양로43길 7,5호선 아차산(어린이대공원후문),264.0704952627469,아차산,아차산역 본가마포숯불갈비,
6979,우리동네커피집,커피점/카페,커피전문점/카페/다방,서울특별시 도봉구 도봉산4길 28-3,1호선 도봉산,377.99700017834687,도봉산,도봉산역 우리동네커피집,https://pcmap.place.naver.com/restaurant/1970059313/review/visitor#
6980,초이스,유흥주점,호프/맥주,서울특별시 관악구 봉천로 593,2호선 낙성대,30.554651277042066,낙성대,낙성대역 초이스,
6981,폭스,유흥주점,룸살롱/단란주점,서울특별시 강북구 월계로3길 5,4호선 미아사거리,357.021659437854,미아사거리,미아사거리역 폭스,
6982,제일만나분식,분식,라면김밥분식,서울특별시 동대문구 왕산로 155-1,1호선 청량리(서울시립대입구),308.3031975913148,청량리,청량리역 제일만나분식,
6983,백봉,유흥주점,호프/맥주,서울특별시 종로구 북촌로 3,3호선 안국,37.904753843284674,안국,안국역 백봉,
6984,조선피자,패스트푸드,피자전문,서울특별시 도봉구 도봉로145길 65,1호선 방학,625.0705854693788,방학,방학역 조선피자,
6985,울산식당,한식,한식/백반/한정식,서울특별시 종로구 대학로 36-8,1호선 종로5가,241.1217047906836,종로5가,종로5가역 울산식당,
6986,스페인,양식,정통양식/경양식,서울특별시 동대문구 회기로 111,경의중앙 청량리,870.7050105018848,청량리,청량리역 스페인,
6987,유메초밥,일식/수산물,음식점-초밥전문,서울특별시 강북구 노해로 39,4호선 수유(강북구청),523.498222446396,수유,수유역 유메초밥,https://pcmap.place.naver.com/restaurant/37724778/review/visitor#
6988,뺑드미,제과제빵떡케익,제과점,서울특별시 구로구 경인로35길 22,1호선 개봉,486.8057323696244,개봉,개봉역 뺑드미,https://pcmap.place.naver.com/restaurant/36769938/review/visitor#
6989,하꼬야,일식/수산물,음식점-일식,서울특별시 강남구 논현로 508,9호선 언주,503.0313057821003,언주,언주역 하꼬야,
6990,연가,유흥주점,빠/카페/스탠드빠,서울특별시 용산구 이태원로 258,경의중앙 한남,1150.9462709925365,한남,한남역 연가,
6991,을지로골뱅이,한식,한식/백반/한정식,서울특별시 강남구 봉은사로2길 7,9호선 신논현,77.11434155910504,신논현,신논현역 을지로골뱅이,
6992,장터순대국,별식/퓨전요리,순대전문점,서울특별시 강북구 도봉로29길 52,우이신설 삼양사거리,585.6537325056731,삼양사거리,삼양사거리역 장터순대국,
6993,우리동네엄마학교,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동중앙로7길 8,9호선 염창,647.9758961446432,염창,염창역 우리동네엄마학교,
6994,시골집막걸리,유흥주점,민속주점,서울특별시 강동구 상암로41길 37,5호선 굽은다리(강동구민회관앞),256.2465511948613,굽은다리,굽은다리역 시골집막걸리,https://pcmap.place.naver.com/restaurant/163921223/review/visitor#
6995,소공동직화뚝배기,한식,한식/백반/한정식,서울특별시 강남구 강남대로94길 71-4,9호선 언주,450.2951268012919,언주,언주역 소공동직화뚝배기,https://pcmap.place.naver.com/restaurant/38218790/review/visitor#
6996,물망초,유흥주점,호프/맥주,서울특별시 금천구 독산로 155,1호선 금천구청,1174.8311676638134,금천구청,금천구청역 물망초,
6997,옛날국수,분식,라면김밥분식,서울특별시 도봉구 도봉로170길 2,1호선 도봉,2.1635233849615907,도봉,도봉역 옛날국수,https://pcmap.place.naver.com/restaurant/1580371726/review/visitor#
6998,다정치킨,닭/오리요리,후라이드/양념치킨,서울특별시 송파구 풍성로25길 35,8호선 강동구청,414.09171498985603,강동구청,강동구청역 다정치킨,https://pcmap.place.naver.com/restaurant/20914184/review/visitor#
6999,동승각,중식,중국음식/중국집,서울특별시 송파구 동남로20길 21,5호선 개롱,219.80317141481552,개롱,개롱역 동승각,https://pcmap.place.naver.com/restaurant/13156555/review/visitor#
7000,세븐돈까스김밥,분식,라면김밥분식,서울특별시 중랑구 겸재로 113,7호선 사가정,561.9006525081621,사가정,사가정역 세븐돈까스김밥,https://pcmap.place.naver.com/restaurant/31393522/review/visitor#
7001,토프레소,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 중앙로15길 19,1호선 개봉,797.4741765320308,개봉,개봉역 토프레소,
7002,커피빈,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 화곡로 347,9호선 가양,549.1006883118805,가양,가양역 커피빈,
7003,별당,한식,한식/백반/한정식,서울특별시 동대문구 망우로21길 45,경의중앙 회기,287.5598734758055,회기,회기역 별당,
7004,부뚜막솥뚜껑,한식,한식/백반/한정식,서울특별시 성북구 안암로 81,1호선 제기동,638.3851566871683,제기동,제기동역 부뚜막솥뚜껑,
7005,나무와벽돌,양식,정통양식/경양식,서울특별시 성북구 성북로 120,4호선 혜화,1019.5603805149257,혜화,혜화역 나무와벽돌,
7006,신안밥상,한식,한식/백반/한정식,서울특별시 마포구 월드컵로 235,경의중앙 디지털미디어시티,870.8706519792609,디지털미디어시티,디지털미디어시티역 신안밥상,
7007,사보텐코엑스점,양식,돈가스전문점,서울특별시 강남구 영동대로 513,2호선 삼성(무역센터),480.3715132120466,삼성,삼성역 사보텐코엑스점,
7008,어!광장시장이네,한식,한식/백반/한정식,서울특별시 송파구 올림픽로32길 29,8호선 몽촌토성(평화의문),251.8152915690583,몽촌토성,몽촌토성역 어!광장시장이네,
7009,장충식당,한식,한식/백반/한정식,서울특별시 중구 장충단로7길 40,3호선 동대입구,253.1773251826456,동대입구,동대입구역 장충식당,
